Step,Value
0,0.040631651878356934
100,0.014935202896595001
200,-0.0031661544926464558
300,0.02607334963977337
400,0.011893483810126781
500,-0.004327434580773115
600,0.008216159418225288
700,-0.013159341178834438
800,0.009156722575426102
900,-0.010180970653891563
1000,0.009076414629817009
1100,-0.018992505967617035
1200,-0.008060557767748833
1300,0.010453243739902973
1400,-0.004075711127370596
1500,-0.022423045709729195
1600,-0.014303639531135559
1700,-0.012751463800668716
1800,-0.010465051047503948
1900,0.022062458097934723
2000,0.013787172734737396
2100,0.03104373626410961
2200,-0.057173073291778564
2300,-0.0045117647387087345
2400,-0.003906498197466135
2500,0.018584951758384705
2600,-0.023140331730246544
2700,0.052730120718479156
2800,0.02692078985273838
2900,0.01185917854309082
3000,-0.049514878541231155
3100,0.01210337970405817
3200,0.010444886982440948
3300,-0.03344612196087837
3400,0.010175182484090328
3500,0.004393874201923609
3600,-0.03687189519405365
3700,0.0699266567826271
3800,-0.0007186250295490026
3900,0.0058592092245817184
4000,-0.047127339988946915
4100,0.0047004567459225655
4200,0.005806069355458021
4300,-0.002075260505080223
4400,-0.05872710794210434
4500,0.002654923591762781
4600,0.0017756493762135506
4700,0.014214031398296356
4800,0.002512245671823621
4900,0.015607423149049282
5000,0.06198004633188248
5100,0.02516874112188816
5200,-0.004122401587665081
5300,0.018684912472963333
5400,-0.009411150589585304
5500,0.0036415858194231987
5600,-0.026803411543369293
5700,-0.023327268660068512
5800,0.02094327099621296
5900,0.006235068663954735
6000,0.07693612575531006
6100,0.07853814214468002
6200,-0.02940230630338192
6300,-0.02481238543987274
6400,-0.0332961231470108
6500,0.008679358288645744
6600,0.019983140751719475
6700,-0.010540305636823177
6800,0.01810847781598568
6900,0.017024848610162735
7000,0.026284826919436455
7100,-0.031980931758880615
7200,-0.04338373988866806
7300,0.11885389685630798
7400,0.058933284133672714
7500,-0.00471799261868
7600,-0.026389511302113533
7700,-0.01735113188624382
7800,0.02822781726717949
7900,0.08993207663297653
8000,0.016463181003928185
8100,0.054873429238796234
8200,0.07134868204593658
8300,0.04125549644231796
8400,0.06852653622627258
8500,0.008245330303907394
8600,-0.07639260590076447
8700,-0.02720646560192108
8800,0.044464968144893646
8900,0.053210966289043427
9000,0.006365479901432991
9100,-0.09401249885559082
9200,0.04315667226910591
9300,0.030271213501691818
9400,0.0038820169866085052
9500,-0.049946870654821396
9600,-0.07395769655704498
9700,-0.05558007210493088
9800,-0.035500504076480865
9900,0.0723583772778511
10000,-0.04123653471469879
10100,-0.026325229555368423
10200,0.025868847966194153
10300,0.00722631998360157
10400,-0.005073650274425745
10500,0.012825164943933487
10600,-0.07692098617553711
10700,0.03233702853322029
10800,-0.03415824472904205
10900,0.03172183781862259
11000,0.002996746450662613
11100,0.005903519690036774
11200,0.06103052571415901
11300,-0.038973189890384674
11400,-0.003168828785419464
11500,-0.014879618771374226
11600,-0.032342806458473206
11700,-0.0507069006562233
11800,-0.006639725528657436
11900,0.05538596212863922
