Step,Value
0,-3.7780380249023438
100,-1.1138741970062256
200,-0.9208366274833679
300,0.6496209502220154
400,0.6684116721153259
500,0.9413986206054688
600,1.9191954135894775
700,1.9612525701522827
800,3.0321285724639893
900,4.057919025421143
1000,4.708127975463867
1100,4.678807258605957
1200,7.033610820770264
1300,6.264556884765625
1400,8.375362396240234
1500,8.924474716186523
1600,7.237876892089844
1700,10.00907039642334
1800,12.400578498840332
1900,12.808390617370605
2000,13.007782936096191
2100,13.162799835205078
2200,14.078086853027344
2300,16.02699089050293
2400,16.243244171142578
2500,17.975919723510742
2600,18.54960823059082
2700,18.71994972229004
2800,21.766979217529297
2900,22.774356842041016
3000,23.87761116027832
3100,24.189117431640625
3200,26.511919021606445
3300,27.301292419433594
3400,27.437395095825195
3500,27.095069885253906
3600,28.568275451660156
3700,28.505708694458008
3800,29.36321449279785
3900,32.162445068359375
4000,33.06366729736328
4100,34.07209777832031
4200,33.168251037597656
4300,35.128997802734375
4400,32.83859634399414
4500,36.90232849121094
4600,35.74985122680664
4700,38.34859085083008
4800,36.975738525390625
4900,39.77751159667969
5000,40.51384353637695
5100,41.014225006103516
5200,40.913883209228516
5300,39.774600982666016
5400,40.44172668457031
5500,42.611297607421875
5600,37.76655960083008
5700,43.9961051940918
5800,42.36510467529297
5900,44.00050354003906
6000,44.31877899169922
6100,48.65937042236328
6200,43.11632537841797
6300,46.88710403442383
6400,44.52777099609375
6500,44.7366828918457
6600,45.0527229309082
6700,42.36503982543945
6800,44.431068420410156
6900,46.367164611816406
7000,46.19990539550781
7100,38.95964813232422
7200,45.16664505004883
7300,40.41068649291992
7400,43.002559661865234
7500,47.08728790283203
7600,42.755882263183594
7700,42.22582244873047
7800,46.37957763671875
7900,45.080116271972656
8000,43.111602783203125
8100,42.83961868286133
8200,42.48627471923828
8300,47.008583068847656
8400,41.602516174316406
8500,36.49216079711914
8600,47.374576568603516
8700,40.00160217285156
8800,34.93562316894531
8900,37.75975799560547
9000,40.198062896728516
9100,38.636287689208984
9200,42.28818893432617
9300,41.0617790222168
9400,38.53171157836914
9500,36.44094467163086
9600,35.99608612060547
9700,42.64610290527344
9800,43.19987869262695
9900,34.326377868652344
10000,37.234371185302734
10100,33.82008361816406
10200,39.033817291259766
10300,37.21942138671875
10400,38.269012451171875
10500,31.934661865234375
10600,29.410799026489258
10700,33.52544021606445
10800,36.55486297607422
10900,33.273887634277344
11000,35.661895751953125
11100,27.901208877563477
11200,33.31266403198242
11300,33.485107421875
11400,27.356319427490234
11500,27.459714889526367
11600,33.89002227783203
11700,37.304290771484375
11800,36.72011184692383
11900,28.07184600830078
